- - - - - - - experiments/1_class/10_in_clusters.argos experiments/1_class/10_in_lines.argos experiments/1_class/3_in_clusters.argos experiments/1_class/3_in_lines.argos experiments/1_class/4_in_clusters.argos experiments/1_class/4_in_lines.argos experiments/1_class/5_in_clusters.argos experiments/1_class/5_in_lines.argos experiments/1_class/6_in_clusters.argos experiments/1_class/7_in_clusters.argos experiments/2_class/10_in_clusters.argos experiments/2_class/10_in_lines.argos experiments/2_class/3_in_clusters.argos experiments/2_class/3_in_lines.argos experiments/2_class/4_in_clusters.argos experiments/2_class/4_in_lines.argos experiments/2_class/5_in_clusters.argos experiments/2_class/5_in_lines.argos experiments/4_class/10_in_clusters.argos experiments/4_class/10_in_lines.argos experiments/4_class/12_uniform_0.05_density.argos experiments/4_class/12_uniform_0.10_density.argos experiments/4_class/12_uniform_0.20_density.argos experiments/4_class/16_uniform_0.05_density.argos experiments/4_class/16_uniform_0.10_density.argos experiments/4_class/16_uniform_0.20_density.argos experiments/4_class/20_uniform_0.05_density.argos experiments/4_class/20_uniform_0.10_density.argos experiments/4_class/20_uniform_0.20_density.argos experiments/4_class/3_in_clusters.argos experiments/4_class/3_in_lines.argos experiments/4_class/40_uniform_0.05_density.argos experiments/4_class/40_uniform_0.10_density.argos experiments/4_class/40_uniform_0.20_density.argos experiments/4_class/4_in_clusters.argos experiments/4_class/4_in_lines.argos experiments/4_class/5_in_clusters.argos experiments/4_class/5_in_lines.argos 
5950 -1.0000 -0.3333 0.0000 -0.3333 0.0000 -1.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 1263936613.844 820097171.553 559301459.421 449438846.987 642131959.848 432617640.714 636376814.677 471285349.679 445614722.152 544702640.362 56703570.964 -61931807.945 49499725.753 224276337.797 167849517.431 91149483.222 189898001.327 237508401.924 298510604.818 151475991.288 90667189.063 322083096.821 265001354.949 368981995.263 282812813.272 62017480.323 273204128.012 190697444.795 
5951 -1.0000 -0.3333 0.0000 -0.3333 0.0000 -0.6667 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 1263936613.844 820097171.553 559301459.421 449438846.987 642131959.848 432617640.714 636376814.677 471285349.679 445614722.152 544702640.362 56703570.964 -61931807.945 49499725.753 224276337.797 167849517.431 91149483.222 189898001.327 237508401.924 298510604.818 151475991.288 90667189.063 322083096.821 265001354.949 368981995.263 282812813.272 62017480.323 273204128.012 190697444.795 
5952 -1.0000 -0.3333 0.0000 -0.3333 0.0000 -0.3333 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 1263936613.844 820097171.553 559301459.421 449438846.987 642131959.848 432617640.714 636376814.677 471285349.679 445614722.152 544702640.362 56703570.964 -61931807.945 49499725.753 224276337.797 167849517.431 91149483.222 189898001.327 237508401.924 298510604.818 151475991.288 90667189.063 322083096.821 265001354.949 368981995.263 282812813.272 62017480.323 273204128.012 190697444.795 
5953 -1.0000 -0.3333 0.0000 -0.3333 0.0000 0.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 1263936613.844 820097171.553 559301459.421 449438846.987 642131959.848 432617640.714 636376814.677 471285349.679 445614722.152 544702640.362 56703570.964 -61931807.945 49499725.753 224276337.797 167849517.431 91149483.222 189898001.327 237508401.924 298510604.818 151475991.288 90667189.063 322083096.821 265001354.949 368981995.263 282812813.272 62017480.323 273204128.012 190697444.795 
5954 -1.0000 -0.3333 0.0000 -0.3333 0.0000 0.3333 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 1263936613.844 820097171.553 559301459.421 449438846.987 642131959.848 432617640.714 636376814.677 471285349.679 445614722.152 544702640.362 56703570.964 -61931807.945 49499725.753 224276337.797 167849517.431 91149483.222 189898001.327 237508401.924 298510604.818 151475991.288 90667189.063 322083096.821 265001354.949 368981995.263 282812813.272 62017480.323 273204128.012 190697444.795 
5955 -1.0000 -0.3333 0.0000 -0.3333 0.0000 0.6667 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 1263936613.844 820097171.553 559301459.421 449438846.987 642131959.848 432617640.714 636376814.677 471285349.679 445614722.152 544702640.362 56703570.964 -61931807.945 49499725.753 224276337.797 167849517.431 91149483.222 189898001.327 237508401.924 298510604.818 151475991.288 90667189.063 322083096.821 265001354.949 368981995.263 282812813.272 62017480.323 273204128.012 190697444.795 
5956 -1.0000 -0.3333 0.0000 -0.3333 0.0000 1.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 1263936613.844 820097171.553 559301459.421 449438846.987 642131959.848 432617640.714 636376814.677 471285349.679 445614722.152 544702640.362 56703570.964 -61931807.945 49499725.753 224276337.797 167849517.431 91149483.222 189898001.327 237508401.924 298510604.818 151475991.288 90667189.063 322083096.821 265001354.949 368981995.263 282812813.272 62017480.323 273204128.012 190697444.795 
5957 -1.0000 -0.3333 0.0000 -0.3333 0.3333 -1.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 1162951558.382 874344151.881 515982759.683 314822400.478 618060510.820 301636911.876 549330398.318 381554533.032 466778522.155 448092911.886 83007819.352 -139174.017 76479011.844 130079879.424 115029216.700 174957328.429 187364046.031 72382025.555 214171844.393 148693215.876 106055237.384 266043070.748 201235392.643 164488218.814 303544762.982 134239647.539 340051357.405 197916055.512 
5958 -1.0000 -0.3333 0.0000 -0.3333 0.3333 -0.6667 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 1162951558.382 874344151.881 515982759.683 314822400.478 618060510.820 301636911.876 549330398.318 381554533.032 466778522.155 448092911.886 83007819.352 -139174.017 76479011.844 130079879.424 115029216.700 174957328.429 187364046.031 72382025.555 214171844.393 148693215.876 106055237.384 266043070.748 201235392.643 164488218.814 303544762.982 134239647.539 340051357.405 197916055.512 
5959 -1.0000 -0.3333 0.0000 -0.3333 0.3333 -0.3333 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 1162951558.382 874344151.881 515982759.683 314822400.478 618060510.820 301636911.876 549330398.318 381554533.032 466778522.155 448092911.886 83007819.352 -139174.017 76479011.844 130079879.424 115029216.700 174957328.429 187364046.031 72382025.555 214171844.393 148693215.876 106055237.384 266043070.748 201235392.643 164488218.814 303544762.982 134239647.539 340051357.405 197916055.512 
5960 -1.0000 -0.3333 0.0000 -0.3333 0.3333 0.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 1162951558.382 874344151.881 515982759.683 314822400.478 618060510.820 301636911.876 549330398.318 381554533.032 466778522.155 448092911.886 83007819.352 -139174.017 76479011.844 130079879.424 115029216.700 174957328.429 187364046.031 72382025.555 214171844.393 148693215.876 106055237.384 266043070.748 201235392.643 164488218.814 303544762.982 134239647.539 340051357.405 197916055.512 
5961 -1.0000 -0.3333 0.0000 -0.3333 0.3333 0.3333 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 1162951558.382 874344151.881 515982759.683 314822400.478 618060510.820 301636911.876 549330398.318 381554533.032 466778522.155 448092911.886 83007819.352 -139174.017 76479011.844 130079879.424 115029216.700 174957328.429 187364046.031 72382025.555 214171844.393 148693215.876 106055237.384 266043070.748 201235392.643 164488218.814 303544762.982 134239647.539 340051357.405 197916055.512 
5962 -1.0000 -0.3333 0.0000 -0.3333 0.3333 0.6667 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 1162951558.382 874344151.881 515982759.683 314822400.478 618060510.820 301636911.876 549330398.318 381554533.032 466778522.155 448092911.886 83007819.352 -139174.017 76479011.844 130079879.424 115029216.700 174957328.429 187364046.031 72382025.555 214171844.393 148693215.876 106055237.384 266043070.748 201235392.643 164488218.814 303544762.982 134239647.539 340051357.405 197916055.512 
5963 -1.0000 -0.3333 0.0000 -0.3333 0.3333 1.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 1162951558.382 874344151.881 515982759.683 314822400.478 618060510.820 301636911.876 549330398.318 381554533.032 466778522.155 448092911.886 83007819.352 -139174.017 76479011.844 130079879.424 115029216.700 174957328.429 187364046.031 72382025.555 214171844.393 148693215.876 106055237.384 266043070.748 201235392.643 164488218.814 303544762.982 134239647.539 340051357.405 197916055.512 
5964 -1.0000 -0.3333 0.0000 -0.3333 0.6667 -1.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 912956381.199 809339512.802 427137388.612 272625265.167 560928451.823 253072374.262 546588703.166 323633995.524 369301128.461 508758922.879 81828985.949 56719797.936 22094304.866 50742138.355 122015622.257 61569059.748 54674617.305 78703524.368 30152924.255 108687014.687 44598006.410 277956691.519 179368092.412 186107095.967 282879755.200 90560720.940 257510864.204 230615109.516 
5965 -1.0000 -0.3333 0.0000 -0.3333 0.6667 -0.6667 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 912956381.199 809339512.802 427137388.612 272625265.167 560928451.823 253072374.262 546588703.166 323633995.524 369301128.461 508758922.879 81828985.949 56719797.936 22094304.866 50742138.355 122015622.257 61569059.748 54674617.305 78703524.368 30152924.255 108687014.687 44598006.410 277956691.519 179368092.412 186107095.967 282879755.200 90560720.940 257510864.204 230615109.516 
5966 -1.0000 -0.3333 0.0000 -0.3333 0.6667 -0.3333 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 912956381.199 809339512.802 427137388.612 272625265.167 560928451.823 253072374.262 546588703.166 323633995.524 369301128.461 508758922.879 81828985.949 56719797.936 22094304.866 50742138.355 122015622.257 61569059.748 54674617.305 78703524.368 30152924.255 108687014.687 44598006.410 277956691.519 179368092.412 186107095.967 282879755.200 90560720.940 257510864.204 230615109.516 
5967 -1.0000 -0.3333 0.0000 -0.3333 0.6667 0.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 912956381.199 809339512.802 427137388.612 272625265.167 560928451.823 253072374.262 546588703.166 323633995.524 369301128.461 508758922.879 81828985.949 56719797.936 22094304.866 50742138.355 122015622.257 61569059.748 54674617.305 78703524.368 30152924.255 108687014.687 44598006.410 277956691.519 179368092.412 186107095.967 282879755.200 90560720.940 257510864.204 230615109.516 
5968 -1.0000 -0.3333 0.0000 -0.3333 0.6667 0.3333 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 912956381.199 809339512.802 427137388.612 272625265.167 560928451.823 253072374.262 546588703.166 323633995.524 369301128.461 508758922.879 81828985.949 56719797.936 22094304.866 50742138.355 122015622.257 61569059.748 54674617.305 78703524.368 30152924.255 108687014.687 44598006.410 277956691.519 179368092.412 186107095.967 282879755.200 90560720.940 257510864.204 230615109.516 
5969 -1.0000 -0.3333 0.0000 -0.3333 0.6667 0.6667 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 912956381.199 809339512.802 427137388.612 272625265.167 560928451.823 253072374.262 546588703.166 323633995.524 369301128.461 508758922.879 81828985.949 56719797.936 22094304.866 50742138.355 122015622.257 61569059.748 54674617.305 78703524.368 30152924.255 108687014.687 44598006.410 277956691.519 179368092.412 186107095.967 282879755.200 90560720.940 257510864.204 230615109.516 
5970 -1.0000 -0.3333 0.0000 -0.3333 0.6667 1.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 912956381.199 809339512.802 427137388.612 272625265.167 560928451.823 253072374.262 546588703.166 323633995.524 369301128.461 508758922.879 81828985.949 56719797.936 22094304.866 50742138.355 122015622.257 61569059.748 54674617.305 78703524.368 30152924.255 108687014.687 44598006.410 277956691.519 179368092.412 186107095.967 282879755.200 90560720.940 257510864.204 230615109.516 
5971 -1.0000 -0.3333 0.0000 -0.3333 1.0000 -1.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 954658768.095 678756926.602 426937439.315 287941012.206 574323660.632 230729369.912 614743191.239 309984098.301 417882112.704 469277301.309 88899651.055 51376348.729 -1686993.971 23325755.876 53267702.517 33456780.183 32570367.049 106649960.813 104096069.471 151110428.034 25077001.271 172604993.631 222824148.052 175527004.371 156560931.217 81654933.784 237741106.572 131673167.642 
5972 -1.0000 -0.3333 0.0000 -0.3333 1.0000 -0.6667 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 954658768.095 678756926.602 426937439.315 287941012.206 574323660.632 230729369.912 614743191.239 309984098.301 417882112.704 469277301.309 88899651.055 51376348.729 -1686993.971 23325755.876 53267702.517 33456780.183 32570367.049 106649960.813 104096069.471 151110428.034 25077001.271 172604993.631 222824148.052 175527004.371 156560931.217 81654933.784 237741106.572 131673167.642 
5973 -1.0000 -0.3333 0.0000 -0.3333 1.0000 -0.3333 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 954658768.095 678756926.602 426937439.315 287941012.206 574323660.632 230729369.912 614743191.239 309984098.301 417882112.704 469277301.309 88899651.055 51376348.729 -1686993.971 23325755.876 53267702.517 33456780.183 32570367.049 106649960.813 104096069.471 151110428.034 25077001.271 172604993.631 222824148.052 175527004.371 156560931.217 81654933.784 237741106.572 131673167.642 
5974 -1.0000 -0.3333 0.0000 -0.3333 1.0000 0.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 954658768.095 678756926.602 426937439.315 287941012.206 574323660.632 230729369.912 614743191.239 309984098.301 417882112.704 469277301.309 88899651.055 51376348.729 -1686993.971 23325755.876 53267702.517 33456780.183 32570367.049 106649960.813 104096069.471 151110428.034 25077001.271 172604993.631 222824148.052 175527004.371 156560931.217 81654933.784 237741106.572 131673167.642 
5975 -1.0000 -0.3333 0.0000 -0.3333 1.0000 0.3333 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 954658768.095 678756926.602 426937439.315 287941012.206 574323660.632 230729369.912 614743191.239 309984098.301 417882112.704 469277301.309 88899651.055 51376348.729 -1686993.971 23325755.876 53267702.517 33456780.183 32570367.049 106649960.813 104096069.471 151110428.034 25077001.271 172604993.631 222824148.052 175527004.371 156560931.217 81654933.784 237741106.572 131673167.642 
5976 -1.0000 -0.3333 0.0000 -0.3333 1.0000 0.6667 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 954658768.095 678756926.602 426937439.315 287941012.206 574323660.632 230729369.912 614743191.239 309984098.301 417882112.704 469277301.309 88899651.055 51376348.729 -1686993.971 23325755.876 53267702.517 33456780.183 32570367.049 106649960.813 104096069.471 151110428.034 25077001.271 172604993.631 222824148.052 175527004.371 156560931.217 81654933.784 237741106.572 131673167.642 
5977 -1.0000 -0.3333 0.0000 -0.3333 1.0000 1.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 954658768.095 678756926.602 426937439.315 287941012.206 574323660.632 230729369.912 614743191.239 309984098.301 417882112.704 469277301.309 88899651.055 51376348.729 -1686993.971 23325755.876 53267702.517 33456780.183 32570367.049 106649960.813 104096069.471 151110428.034 25077001.271 172604993.631 222824148.052 175527004.371 156560931.217 81654933.784 237741106.572 131673167.642 
5978 -1.0000 -0.3333 0.0000 0.0000 -1.0000 -1.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 2177489190.873 2177795891.833 730190339.811 708902368.068 1006587554.203 839203568.129 1262726621.924 1119760654.418 1120682761.195 1095573341.189 357784582.155 338709532.890 220316006.630 433993722.804 493680678.999 369198673.830 564626198.901 481018477.809 490122023.076 387892337.188 322665343.137 1173832049.175 914984971.922 803335269.508 504508951.661 363077555.286 545418287.508 536043046.439 
5979 -1.0000 -0.3333 0.0000 0.0000 -1.0000 -0.6667 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 2177489190.873 2177795891.833 730190339.811 708902368.068 1006587554.203 839203568.129 1262726621.924 1119760654.418 1120682761.195 1095573341.189 357784582.155 338709532.890 220316006.630 433993722.804 493680678.999 369198673.830 564626198.901 481018477.809 490122023.076 387892337.188 322665343.137 1173832049.175 914984971.922 803335269.508 504508951.661 363077555.286 545418287.508 536043046.439 
5980 -1.0000 -0.3333 0.0000 0.0000 -1.0000 -0.3333 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 2177489190.873 2177795891.833 730190339.811 708902368.068 1006587554.203 839203568.129 1262726621.924 1119760654.418 1120682761.195 1095573341.189 357784582.155 338709532.890 220316006.630 433993722.804 493680678.999 369198673.830 564626198.901 481018477.809 490122023.076 387892337.188 322665343.137 1173832049.175 914984971.922 803335269.508 504508951.661 363077555.286 545418287.508 536043046.439 
5981 -1.0000 -0.3333 0.0000 0.0000 -1.0000 0.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 2177489190.873 2177795891.833 730190339.811 708902368.068 1006587554.203 839203568.129 1262726621.924 1119760654.418 1120682761.195 1095573341.189 357784582.155 338709532.890 220316006.630 433993722.804 493680678.999 369198673.830 564626198.901 481018477.809 490122023.076 387892337.188 322665343.137 1173832049.175 914984971.922 803335269.508 504508951.661 363077555.286 545418287.508 536043046.439 
5982 -1.0000 -0.3333 0.0000 0.0000 -1.0000 0.3333 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 2177489190.873 2177795891.833 730190339.811 708902368.068 1006587554.203 839203568.129 1262726621.924 1119760654.418 1120682761.195 1095573341.189 357784582.155 338709532.890 220316006.630 433993722.804 493680678.999 369198673.830 564626198.901 481018477.809 490122023.076 387892337.188 322665343.137 1173832049.175 914984971.922 803335269.508 504508951.661 363077555.286 545418287.508 536043046.439 
5983 -1.0000 -0.3333 0.0000 0.0000 -1.0000 0.6667 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 2177489190.873 2177795891.833 730190339.811 708902368.068 1006587554.203 839203568.129 1262726621.924 1119760654.418 1120682761.195 1095573341.189 357784582.155 338709532.890 220316006.630 433993722.804 493680678.999 369198673.830 564626198.901 481018477.809 490122023.076 387892337.188 322665343.137 1173832049.175 914984971.922 803335269.508 504508951.661 363077555.286 545418287.508 536043046.439 
5984 -1.0000 -0.3333 0.0000 0.0000 -1.0000 1.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 2177489190.873 2177795891.833 730190339.811 708902368.068 1006587554.203 839203568.129 1262726621.924 1119760654.418 1120682761.195 1095573341.189 357784582.155 338709532.890 220316006.630 433993722.804 493680678.999 369198673.830 564626198.901 481018477.809 490122023.076 387892337.188 322665343.137 1173832049.175 914984971.922 803335269.508 504508951.661 363077555.286 545418287.508 536043046.439 
5985 -1.0000 -0.3333 0.0000 0.0000 -0.6667 -1.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 2305219987.178 2069367124.438 778900041.055 631857279.943 978034830.045 756208967.070 1230336636.274 1139388624.275 1087851189.569 1120070928.454 329702562.009 313586704.697 317911509.869 412365849.249 479625261.485 357141941.114 499547144.934 534081742.631 429700166.988 379508073.717 318449129.511 1074510859.214 985008590.706 782788099.225 461474676.416 361006424.610 531833504.850 558683198.247 
5986 -1.0000 -0.3333 0.0000 0.0000 -0.6667 -0.6667 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 2305219987.178 2069367124.438 778900041.055 631857279.943 978034830.045 756208967.070 1230336636.274 1139388624.275 1087851189.569 1120070928.454 329702562.009 313586704.697 317911509.869 412365849.249 479625261.485 357141941.114 499547144.934 534081742.631 429700166.988 379508073.717 318449129.511 1074510859.214 985008590.706 782788099.225 461474676.416 361006424.610 531833504.850 558683198.247 
5987 -1.0000 -0.3333 0.0000 0.0000 -0.6667 -0.3333 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 2305219987.178 2069367124.438 778900041.055 631857279.943 978034830.045 756208967.070 1230336636.274 1139388624.275 1087851189.569 1120070928.454 329702562.009 313586704.697 317911509.869 412365849.249 479625261.485 357141941.114 499547144.934 534081742.631 429700166.988 379508073.717 318449129.511 1074510859.214 985008590.706 782788099.225 461474676.416 361006424.610 531833504.850 558683198.247 
5988 -1.0000 -0.3333 0.0000 0.0000 -0.6667 0.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 2305219987.178 2069367124.438 778900041.055 631857279.943 978034830.045 756208967.070 1230336636.274 1139388624.275 1087851189.569 1120070928.454 329702562.009 313586704.697 317911509.869 412365849.249 479625261.485 357141941.114 499547144.934 534081742.631 429700166.988 379508073.717 318449129.511 1074510859.214 985008590.706 782788099.225 461474676.416 361006424.610 531833504.850 558683198.247 
5989 -1.0000 -0.3333 0.0000 0.0000 -0.6667 0.3333 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 2305219987.178 2069367124.438 778900041.055 631857279.943 978034830.045 756208967.070 1230336636.274 1139388624.275 1087851189.569 1120070928.454 329702562.009 313586704.697 317911509.869 412365849.249 479625261.485 357141941.114 499547144.934 534081742.631 429700166.988 379508073.717 318449129.511 1074510859.214 985008590.706 782788099.225 461474676.416 361006424.610 531833504.850 558683198.247 
5990 -1.0000 -0.3333 0.0000 0.0000 -0.6667 0.6667 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 2305219987.178 2069367124.438 778900041.055 631857279.943 978034830.045 756208967.070 1230336636.274 1139388624.275 1087851189.569 1120070928.454 329702562.009 313586704.697 317911509.869 412365849.249 479625261.485 357141941.114 499547144.934 534081742.631 429700166.988 379508073.717 318449129.511 1074510859.214 985008590.706 782788099.225 461474676.416 361006424.610 531833504.850 558683198.247 
5991 -1.0000 -0.3333 0.0000 0.0000 -0.6667 1.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 2305219987.178 2069367124.438 778900041.055 631857279.943 978034830.045 756208967.070 1230336636.274 1139388624.275 1087851189.569 1120070928.454 329702562.009 313586704.697 317911509.869 412365849.249 479625261.485 357141941.114 499547144.934 534081742.631 429700166.988 379508073.717 318449129.511 1074510859.214 985008590.706 782788099.225 461474676.416 361006424.610 531833504.850 558683198.247 
5992 -1.0000 -0.3333 0.0000 0.0000 -0.3333 -1.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 2244343035.754 1941352456.655 708323483.226 545942313.163 885898333.478 749295287.843 1183049522.485 951961527.574 948379911.563 1003795994.361 351526047.643 286673201.510 250842067.673 368060461.105 428348897.233 288143736.739 486221403.669 406226096.117 374215394.334 362658012.059 281272176.753 978309536.584 620042101.995 623283300.725 505742472.726 350641209.595 572849338.067 400501842.277 
5993 -1.0000 -0.3333 0.0000 0.0000 -0.3333 -0.6667 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 2244343035.754 1941352456.655 708323483.226 545942313.163 885898333.478 749295287.843 1183049522.485 951961527.574 948379911.563 1003795994.361 351526047.643 286673201.510 250842067.673 368060461.105 428348897.233 288143736.739 486221403.669 406226096.117 374215394.334 362658012.059 281272176.753 978309536.584 620042101.995 623283300.725 505742472.726 350641209.595 572849338.067 400501842.277 
5994 -1.0000 -0.3333 0.0000 0.0000 -0.3333 -0.3333 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 2244343035.754 1941352456.655 708323483.226 545942313.163 885898333.478 749295287.843 1183049522.485 951961527.574 948379911.563 1003795994.361 351526047.643 286673201.510 250842067.673 368060461.105 428348897.233 288143736.739 486221403.669 406226096.117 374215394.334 362658012.059 281272176.753 978309536.584 620042101.995 623283300.725 505742472.726 350641209.595 572849338.067 400501842.277 
5995 -1.0000 -0.3333 0.0000 0.0000 -0.3333 0.0000 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 2244343035.754 1941352456.655 708323483.226 545942313.163 885898333.478 749295287.843 1183049522.485 951961527.574 948379911.563 1003795994.361 351526047.643 286673201.510 250842067.673 368060461.105 428348897.233 288143736.739 486221403.669 406226096.117 374215394.334 362658012.059 281272176.753 978309536.584 620042101.995 623283300.725 505742472.726 350641209.595 572849338.067 400501842.277 
5996 -1.0000 -0.3333 0.0000 0.0000 -0.3333 0.3333 2043690443.889 1925099956.469 1060090656.903 879077265.192 1189182358.805 1013117506.236 1566902012.830 1170992834.625 1515717082.844 1735335603.652 2244343035.754 1941352456.655 708323483.226 545942313.163 885898333.478 749295287.843 1183049522.485 951961527.574 948379911.563 1003795994.361 351526047.643 286673201.510 250842067.673 368060461.105 428348897.233 288143736.739 486221403.669 406226096.117 374215394.334 362658012.059 281272176.753 978309536.584 620042101.995 623283300.725 505742472.726 350641209.595 572849338.067 400501842.277 
