- - - - - - - experiments/1_class/10_in_clusters.argos experiments/1_class/10_in_lines.argos experiments/1_class/3_in_clusters.argos experiments/1_class/3_in_lines.argos experiments/1_class/4_in_clusters.argos experiments/1_class/4_in_lines.argos experiments/1_class/5_in_clusters.argos experiments/1_class/5_in_lines.argos experiments/2_class/10_in_clusters.argos experiments/2_class/10_in_lines.argos experiments/2_class/3_in_clusters.argos experiments/2_class/3_in_lines.argos experiments/2_class/4_in_clusters.argos experiments/2_class/4_in_lines.argos experiments/2_class/5_in_clusters.argos experiments/2_class/5_in_lines.argos experiments/4_class/10_in_clusters.argos experiments/4_class/10_in_lines.argos experiments/4_class/12_uniform_0.05_density.argos experiments/4_class/12_uniform_0.10_density.argos experiments/4_class/12_uniform_0.20_density.argos experiments/4_class/16_uniform_0.05_density.argos experiments/4_class/16_uniform_0.10_density.argos experiments/4_class/16_uniform_0.20_density.argos experiments/4_class/20_uniform_0.05_density.argos experiments/4_class/20_uniform_0.10_density.argos experiments/4_class/20_uniform_0.20_density.argos experiments/4_class/3_in_clusters.argos experiments/4_class/3_in_lines.argos experiments/4_class/40_uniform_0.05_density.argos experiments/4_class/40_uniform_0.10_density.argos experiments/4_class/40_uniform_0.20_density.argos experiments/4_class/4_in_clusters.argos experiments/4_class/4_in_lines.argos experiments/4_class/5_in_clusters.argos experiments/4_class/5_in_lines.argos 
23 -1.0000 -1.0000 -1.0000 -1.0000 0.0000 -0.3333 -497.550 -666.550 -1200.000 -1364.335 -1219.125 -914.000 -1143.300 -1265.400 -497.550 -666.550 -1200.000 -1364.335 -1219.125 -914.000 -1143.300 -1265.400 -497.550 -666.550 -1609.835 -1508.835 -2378.665 -1420.500 -1158.125 -1594.125 -1014.300 -909.400 -1046.700 -1200.000 -1364.335 -648.750 -586.550 -541.050 -1219.125 -914.000 -1143.300 -1265.400 
24 -1.0000 -1.0000 -1.0000 -1.0000 0.0000 0.0000 -367.650 -447.550 -1200.000 -1207.335 -900.000 -1546.375 -722.500 -1222.900 -367.650 -447.550 -1200.000 -1207.335 -900.000 -1546.375 -722.500 -1222.900 -367.650 -447.550 -1500.000 -2097.665 -1521.335 -1126.250 -1132.750 -921.250 -900.400 -1616.000 -1447.300 -1200.000 -1207.335 -452.150 -539.250 -809.900 -900.000 -1546.375 -722.500 -1222.900 
25 -1.0000 -1.0000 -1.0000 -1.0000 0.0000 0.3333 -485.450 -603.950 -1200.000 -1272.335 -1133.250 -1433.500 -846.800 -1139.100 -485.450 -603.950 -1200.000 -1272.335 -1133.250 -1433.500 -846.800 -1139.100 -485.450 -603.950 -1346.665 -1427.165 -1605.165 -1154.875 -997.875 -1255.625 -957.900 -1170.600 -1104.000 -1200.000 -1272.335 -542.000 -577.900 -536.150 -1133.250 -1433.500 -846.800 -1139.100 
26 -1.0000 -1.0000 -1.0000 -1.0000 0.0000 0.6667 -510.850 -461.450 -1684.835 -1840.500 -1019.000 -1146.750 -1137.800 -964.600 -510.850 -461.450 -1684.835 -1840.500 -1019.000 -1146.750 -1137.800 -964.600 -510.850 -461.450 -1425.000 -1326.335 -1227.835 -1152.000 -1026.000 -1113.125 -1034.100 -937.600 -1081.700 -1684.835 -1840.500 -589.650 -498.750 -567.600 -1019.000 -1146.750 -1137.800 -964.600 
27 -1.0000 -1.0000 -1.0000 -1.0000 0.0000 1.0000 -501.750 -465.050 -1271.000 -1611.665 -1150.500 -1061.000 -841.800 -817.000 -501.750 -465.050 -1271.000 -1611.665 -1150.500 -1061.000 -841.800 -817.000 -501.750 -465.050 -1468.835 -1511.835 -1536.665 -1237.875 -1247.250 -1298.750 -1040.500 -874.600 -977.300 -1271.000 -1611.665 -543.400 -493.100 -521.600 -1150.500 -1061.000 -841.800 -817.000 
28 -1.0000 -1.0000 -1.0000 -1.0000 0.3333 -1.0000 -528.250 -551.700 -1331.165 -1306.500 -1157.625 -1810.500 -858.200 -849.200 -528.250 -551.700 -1331.165 -1306.500 -1157.625 -1810.500 -858.200 -849.200 -528.250 -551.700 -1504.335 -1460.000 -1646.335 -1057.000 -1168.750 -1254.000 -957.000 -885.700 -855.900 -1331.165 -1306.500 -717.500 -538.650 -556.900 -1157.625 -1810.500 -858.200 -849.200 
29 -1.0000 -1.0000 -1.0000 -1.0000 0.3333 -0.6667 -491.650 -548.100 -1252.835 -1685.000 -1108.500 -1019.625 -805.400 -803.500 -491.650 -548.100 -1252.835 -1685.000 -1108.500 -1019.625 -805.400 -803.500 -491.650 -548.100 -1750.165 -1655.835 -1326.835 -1176.250 -1200.875 -1051.875 -898.600 -906.500 -860.500 -1252.835 -1685.000 -497.300 -565.350 -550.300 -1108.500 -1019.625 -805.400 -803.500 
30 -1.0000 -1.0000 -1.0000 -1.0000 0.3333 -0.3333 -485.300 -497.450 -1632.165 -1532.000 -1124.125 -992.875 -874.400 -945.700 -485.300 -497.450 -1632.165 -1532.000 -1124.125 -992.875 -874.400 -945.700 -485.300 -497.450 -1987.335 -1453.335 -2064.835 -1284.750 -978.000 -1157.875 -880.100 -870.800 -1325.100 -1632.165 -1532.000 -558.950 -531.000 -509.500 -1124.125 -992.875 -874.400 -945.700 
31 -1.0000 -1.0000 -1.0000 -1.0000 0.3333 0.0000 -548.300 -510.650 -1544.500 -1445.835 -1083.750 -1551.375 -820.800 -1053.200 -548.300 -510.650 -1544.500 -1445.835 -1083.750 -1551.375 -820.800 -1053.200 -548.300 -510.650 -1509.000 -1861.165 -1603.335 -1166.875 -1342.000 -1064.375 -942.100 -866.500 -1181.100 -1544.500 -1445.835 -487.950 -693.000 -708.950 -1083.750 -1551.375 -820.800 -1053.200 
32 -1.0000 -1.0000 -1.0000 -1.0000 0.3333 0.3333 -457.100 -504.700 -1200.000 -1200.000 -913.875 -949.250 -855.800 -843.600 -457.100 -504.700 -1200.000 -1200.000 -913.875 -949.250 -855.800 -843.600 -457.100 -504.700 -1206.665 -1313.165 -1252.665 -908.375 -936.625 -938.750 -783.700 -798.000 -816.800 -1200.000 -1200.000 -427.800 -473.200 -590.150 -913.875 -949.250 -855.800 -843.600 
33 -1.0000 -1.0000 -1.0000 -1.0000 0.3333 0.6667 -491.150 -479.850 -1582.000 -1655.665 -1108.750 -1143.500 -803.900 -877.000 -491.150 -479.850 -1582.000 -1655.665 -1108.750 -1143.500 -803.900 -877.000 -491.150 -479.850 -1454.665 -1748.500 -1221.165 -982.250 -1381.125 -1196.500 -941.200 -755.700 -1053.200 -1582.000 -1655.665 -644.450 -457.850 -483.700 -1108.750 -1143.500 -803.900 -877.000 
34 -1.0000 -1.0000 -1.0000 -1.0000 0.3333 1.0000 -496.000 -482.750 -1366.000 -1384.000 -968.750 -1118.500 -862.700 -885.200 -496.000 -482.750 -1366.000 -1384.000 -968.750 -1118.500 -862.700 -885.200 -496.000 -482.750 -1353.165 -2071.335 -1464.665 -990.500 -1204.375 -1084.500 -959.100 -974.800 -1003.100 -1366.000 -1384.000 -515.500 -502.300 -545.700 -968.750 -1118.500 -862.700 -885.200 
35 -1.0000 -1.0000 -1.0000 -1.0000 0.6667 -1.0000 -574.700 -559.200 -1859.000 -1504.335 -1484.625 -1046.250 -1174.000 -1075.200 -574.700 -559.200 -1859.000 -1504.335 -1484.625 -1046.250 -1174.000 -1075.200 -574.700 -559.200 -1628.500 -1440.665 -1387.335 -955.250 -1013.500 -1222.250 -856.200 -882.300 -1027.600 -1859.000 -1504.335 -548.750 -525.750 -578.400 -1484.625 -1046.250 -1174.000 -1075.200 
36 -1.0000 -1.0000 -1.0000 -1.0000 0.6667 -0.6667 -523.800 -577.050 -1718.335 -1434.665 -1178.750 -984.875 -1250.300 -862.100 -523.800 -577.050 -1718.335 -1434.665 -1178.750 -984.875 -1250.300 -862.100 -523.800 -577.050 -1461.835 -1552.000 -1743.835 -1254.625 -1056.375 -1326.625 -836.700 -963.300 -922.700 -1718.335 -1434.665 -588.850 -550.550 -633.200 -1178.750 -984.875 -1250.300 -862.100 
37 -1.0000 -1.0000 -1.0000 -1.0000 0.6667 -0.3333 -561.850 -594.150 -1547.335 -1624.000 -1020.000 -1164.125 -960.000 -943.300 -561.850 -594.150 -1547.335 -1624.000 -1020.000 -1164.125 -960.000 -943.300 -561.850 -594.150 -1371.665 -1482.835 -1779.500 -1142.875 -1048.375 -1170.000 -944.100 -1076.800 -866.200 -1547.335 -1624.000 -553.800 -529.650 -551.250 -1020.000 -1164.125 -960.000 -943.300 
38 -1.0000 -1.0000 -1.0000 -1.0000 0.6667 0.0000 -519.350 -729.200 -1293.000 -1697.335 -1351.000 -1235.250 -835.800 -855.800 -519.350 -729.200 -1293.000 -1697.335 -1351.000 -1235.250 -835.800 -855.800 -519.350 -729.200 -1616.500 -1658.835 -1638.500 -1192.875 -1009.250 -1080.625 -803.600 -845.400 -919.100 -1293.000 -1697.335 -557.900 -520.900 -543.850 -1351.000 -1235.250 -835.800 -855.800 
39 -1.0000 -1.0000 -1.0000 -1.0000 0.6667 0.3333 -495.100 -510.550 -1302.165 -1333.835 -937.750 -1343.625 -942.200 -906.900 -495.100 -510.550 -1302.165 -1333.835 -937.750 -1343.625 -942.200 -906.900 -495.100 -510.550 -1611.165 -1479.835 -1381.665 -1036.000 -1012.000 -1418.250 -891.300 -824.500 -883.300 -1302.165 -1333.835 -545.400 -495.650 -470.300 -937.750 -1343.625 -942.200 -906.900 
40 -1.0000 -1.0000 -1.0000 -1.0000 0.6667 0.6667 -446.850 -514.800 -1201.335 -1604.000 -1271.500 -938.375 -933.300 -783.100 -446.850 -514.800 -1201.335 -1604.000 -1271.500 -938.375 -933.300 -783.100 -446.850 -514.800 -1231.335 -1463.000 -1242.500 -930.750 -1286.875 -958.500 -820.200 -789.700 -842.100 -1201.335 -1604.000 -615.700 -456.450 -587.700 -1271.500 -938.375 -933.300 -783.100 
41 -1.0000 -1.0000 -1.0000 -1.0000 0.6667 1.0000 -461.550 -466.200 -1326.165 -1366.665 -1207.500 -1126.250 -893.200 -794.000 -461.550 -466.200 -1326.165 -1366.665 -1207.500 -1126.250 -893.200 -794.000 -461.550 -466.200 -1287.835 -1536.500 -1561.000 -1200.875 -1226.125 -1009.625 -902.600 -814.100 -1032.000 -1326.165 -1366.665 -460.400 -465.550 -495.500 -1207.500 -1126.250 -893.200 -794.000 
42 -1.0000 -1.0000 -1.0000 -1.0000 1.0000 -1.0000 -585.400 -517.400 -1631.000 -1673.000 -948.500 -1034.500 -833.500 -946.400 -585.400 -517.400 -1631.000 -1673.000 -948.500 -1034.500 -833.500 -946.400 -585.400 -517.400 -1566.835 -1284.500 -1696.665 -1072.000 -1561.500 -1032.875 -863.500 -817.900 -856.500 -1631.000 -1673.000 -566.350 -623.000 -546.800 -948.500 -1034.500 -833.500 -946.400 
43 -1.0000 -1.0000 -1.0000 -1.0000 1.0000 -0.6667 -549.900 -512.500 -1479.500 -1316.335 -951.250 -1051.875 -783.200 -799.000 -549.900 -512.500 -1479.500 -1316.335 -951.250 -1051.875 -783.200 -799.000 -549.900 -512.500 -1650.165 -1306.165 -1253.500 -1049.250 -950.375 -980.250 -940.700 -842.400 -1058.300 -1479.500 -1316.335 -588.850 -557.150 -567.750 -951.250 -1051.875 -783.200 -799.000 
44 -1.0000 -1.0000 -1.0000 -1.0000 1.0000 -0.3333 -571.250 -558.450 -1472.665 -1671.335 -961.500 -1157.625 -1334.400 -932.500 -571.250 -558.450 -1472.665 -1671.335 -961.500 -1157.625 -1334.400 -932.500 -571.250 -558.450 -1387.165 -1538.165 -1688.335 -1103.875 -1487.125 -1004.000 -803.100 -958.900 -804.500 -1472.665 -1671.335 -526.400 -586.700 -552.950 -961.500 -1157.625 -1334.400 -932.500 
45 -1.0000 -1.0000 -1.0000 -1.0000 1.0000 0.0000 -486.050 -479.000 -1200.000 -1673.000 -1084.000 -1127.250 -1099.400 -1041.300 -486.050 -479.000 -1200.000 -1673.000 -1084.000 -1127.250 -1099.400 -1041.300 -486.050 -479.000 -1513.500 -1694.665 -1557.165 -1415.625 -1114.250 -1005.125 -835.300 -873.500 -918.300 -1200.000 -1673.000 -511.300 -523.100 -509.950 -1084.000 -1127.250 -1099.400 -1041.300 
46 -1.0000 -1.0000 -1.0000 -1.0000 1.0000 0.3333 -577.050 -626.450 -1380.335 -1272.665 -1106.000 -1139.875 -844.400 -850.900 -577.050 -626.450 -1380.335 -1272.665 -1106.000 -1139.875 -844.400 -850.900 -577.050 -626.450 -1617.165 -1420.000 -1769.335 -1315.125 -1292.500 -1322.750 -1014.900 -843.300 -867.300 -1380.335 -1272.665 -524.850 -539.950 -495.350 -1106.000 -1139.875 -844.400 -850.900 
47 -1.0000 -1.0000 -1.0000 -1.0000 1.0000 0.6667 -475.900 -447.400 -1399.165 -1422.335 -1129.000 -953.750 -744.600 -912.700 -475.900 -447.400 -1399.165 -1422.335 -1129.000 -953.750 -744.600 -912.700 -475.900 -447.400 -1487.335 -1236.335 -1340.335 -1129.500 -1158.750 -1023.875 -948.000 -847.900 -840.700 -1399.165 -1422.335 -489.650 -452.400 -531.650 -1129.000 -953.750 -744.600 -912.700 
48 -1.0000 -1.0000 -1.0000 -1.0000 1.0000 1.0000 -521.000 -529.750 -1429.835 -1202.165 -950.625 -913.000 -875.900 -765.900 -521.000 -529.750 -1429.835 -1202.165 -950.625 -913.000 -875.900 -765.900 -521.000 -529.750 -1213.500 -1217.835 -1228.335 -928.375 -943.375 -1163.375 -833.300 -815.200 -836.700 -1429.835 -1202.165 -557.500 -667.950 -630.350 -950.625 -913.000 -875.900 -765.900 
49 -1.0000 -1.0000 -1.0000 -0.6667 -1.0000 -1.0000 -796.700 -1152.400 -1474.000 -1460.665 -1097.375 -1303.625 -1176.300 -1061.700 -796.700 -1152.400 -1474.000 -1460.665 -1097.375 -1303.625 -1176.300 -1061.700 -796.700 -1152.400 -1508.665 -1806.835 -1483.000 -1127.875 -1267.750 -1641.375 -1072.100 -1188.000 -1207.400 -1474.000 -1460.665 -732.950 -853.250 -629.350 -1097.375 -1303.625 -1176.300 -1061.700 
50 -1.0000 -1.0000 -1.0000 -0.6667 -1.0000 -0.6667 -569.150 -591.950 -1322.500 -1319.335 -1061.375 -1028.125 -822.000 -791.500 -569.150 -591.950 -1322.500 -1319.335 -1061.375 -1028.125 -822.000 -791.500 -569.150 -591.950 -1212.335 -1246.165 -1705.000 -1003.625 -1096.375 -972.875 -801.300 -785.800 -817.400 -1322.500 -1319.335 -559.800 -602.150 -634.700 -1061.375 -1028.125 -822.000 -791.500 
51 -1.0000 -1.0000 -1.0000 -0.6667 -1.0000 -0.3333 -668.650 -598.850 -1382.335 -1369.165 -960.125 -1018.375 -841.800 -793.000 -668.650 -598.850 -1382.335 -1369.165 -960.125 -1018.375 -841.800 -793.000 -668.650 -598.850 -1249.665 -1391.165 -1306.835 -971.250 -971.625 -1001.250 -856.200 -802.400 -795.700 -1382.335 -1369.165 -651.400 -640.750 -701.950 -960.125 -1018.375 -841.800 -793.000 
52 -1.0000 -1.0000 -1.0000 -0.6667 -1.0000 0.0000 -612.150 -601.550 -1288.835 -1218.835 -933.875 -1035.875 -753.500 -760.000 -612.150 -601.550 -1288.835 -1218.835 -933.875 -1035.875 -753.500 -760.000 -612.150 -601.550 -1299.835 -1629.500 -1329.165 -1023.250 -1135.250 -987.125 -808.000 -752.100 -828.400 -1288.835 -1218.835 -639.150 -695.300 -656.050 -933.875 -1035.875 -753.500 -760.000 
