- - - - - - - experiments/1_class/10_in_clusters.argos experiments/1_class/10_in_lines.argos experiments/1_class/3_in_clusters.argos experiments/1_class/3_in_lines.argos experiments/1_class/4_in_clusters.argos experiments/1_class/4_in_lines.argos experiments/1_class/5_in_clusters.argos experiments/1_class/5_in_lines.argos experiments/2_class/10_in_clusters.argos experiments/2_class/10_in_lines.argos experiments/2_class/3_in_clusters.argos experiments/2_class/3_in_lines.argos experiments/2_class/4_in_clusters.argos experiments/2_class/4_in_lines.argos experiments/2_class/5_in_clusters.argos experiments/2_class/5_in_lines.argos experiments/4_class/10_in_clusters.argos experiments/4_class/10_in_lines.argos experiments/4_class/12_uniform_0.05_density.argos experiments/4_class/12_uniform_0.10_density.argos experiments/4_class/12_uniform_0.20_density.argos experiments/4_class/16_uniform_0.05_density.argos experiments/4_class/16_uniform_0.10_density.argos experiments/4_class/16_uniform_0.20_density.argos experiments/4_class/20_uniform_0.05_density.argos experiments/4_class/20_uniform_0.10_density.argos experiments/4_class/20_uniform_0.20_density.argos experiments/4_class/3_in_clusters.argos experiments/4_class/3_in_lines.argos experiments/4_class/40_uniform_0.05_density.argos experiments/4_class/40_uniform_0.10_density.argos experiments/4_class/40_uniform_0.20_density.argos experiments/4_class/4_in_clusters.argos experiments/4_class/4_in_lines.argos experiments/4_class/5_in_clusters.argos experiments/4_class/5_in_lines.argos 
48010 -0.3333 0.6667 1.0000 1.0000 0.6667 0.3333 -875.050 -935.450 -1984.500 -1792.165 -1310.500 -1932.625 -1577.900 -1455.900 -875.050 -935.450 -1984.500 -1792.165 -1310.500 -1932.625 -1577.900 -1455.900 -875.050 -935.450 -2391.335 -2039.000 -2920.165 -1850.750 -1153.875 -2199.000 -1790.900 -1270.400 -1386.400 -1984.500 -1792.165 -1295.000 -867.800 -895.550 -1310.500 -1932.625 -1577.900 -1455.900 
48011 -0.3333 0.6667 1.0000 1.0000 0.6667 0.6667 -784.800 -918.350 -1656.835 -1208.835 -1469.625 -1668.125 -1710.800 -1705.800 -784.800 -918.350 -1656.835 -1208.835 -1469.625 -1668.125 -1710.800 -1705.800 -784.800 -918.350 -2465.835 -1797.335 -2683.665 -1739.625 -1350.250 -1996.250 -1959.400 -1256.900 -2130.800 -1656.835 -1208.835 -1056.300 -879.700 -1159.500 -1469.625 -1668.125 -1710.800 -1705.800 
48012 -0.3333 0.6667 1.0000 1.0000 0.6667 1.0000 -1554.650 -1595.400 -2825.835 -2800.335 -2135.000 -2378.250 -1911.500 -2536.000 -1554.650 -1595.400 -2825.835 -2800.335 -2135.000 -2378.250 -1911.500 -2536.000 -1554.650 -1595.400 -2916.165 -2904.000 -2713.500 -2215.000 -2705.875 -2369.875 -2608.500 -2078.700 -2081.100 -2825.835 -2800.335 -2072.500 -2405.400 -1899.500 -2135.000 -2378.250 -1911.500 -2536.000 
48013 -0.3333 0.6667 1.0000 1.0000 1.0000 -1.0000 -1280.550 -1218.000 -2338.165 -1675.500 -1741.000 -2490.250 -1558.900 -1333.700 -1280.550 -1218.000 -2338.165 -1675.500 -1741.000 -2490.250 -1558.900 -1333.700 -1280.550 -1218.000 -2767.165 -1974.500 -3079.335 -2150.500 -2470.500 -2200.000 -1904.900 -1745.500 -1883.800 -2338.165 -1675.500 -1256.100 -1244.300 -1432.350 -1741.000 -2490.250 -1558.900 -1333.700 
48014 -0.3333 0.6667 1.0000 1.0000 1.0000 -0.6667 -1097.300 -1298.050 -2249.335 -2192.335 -1735.375 -2217.875 -1508.700 -1385.800 -1097.300 -1298.050 -2249.335 -2192.335 -1735.375 -2217.875 -1508.700 -1385.800 -1097.300 -1298.050 -2151.165 -1661.665 -3287.000 -1709.750 -2492.875 -2085.375 -1849.600 -1781.200 -1972.500 -2249.335 -2192.335 -1067.000 -1126.000 -1208.450 -1735.375 -2217.875 -1508.700 -1385.800 
48015 -0.3333 0.6667 1.0000 1.0000 1.0000 -0.3333 -901.100 -879.200 -1325.165 -1676.000 -1099.875 -1945.750 -1409.000 -1318.500 -901.100 -879.200 -1325.165 -1676.000 -1099.875 -1945.750 -1409.000 -1318.500 -901.100 -879.200 -2932.335 -2571.835 -2723.665 -1951.000 -2001.500 -1444.750 -1894.800 -1874.100 -2183.200 -1325.165 -1676.000 -1170.700 -972.950 -1258.350 -1099.875 -1945.750 -1409.000 -1318.500 
48016 -0.3333 0.6667 1.0000 1.0000 1.0000 0.0000 -1035.250 -918.400 -1477.000 -1798.165 -1322.250 -1716.250 -1510.800 -1069.600 -1035.250 -918.400 -1477.000 -1798.165 -1322.250 -1716.250 -1510.800 -1069.600 -1035.250 -918.400 -2035.165 -2121.335 -2893.500 -1860.000 -1636.000 -1799.500 -1700.700 -1708.700 -2165.600 -1477.000 -1798.165 -1308.500 -1021.500 -1257.550 -1322.250 -1716.250 -1510.800 -1069.600 
48017 -0.3333 0.6667 1.0000 1.0000 1.0000 0.3333 -815.050 -799.300 -1483.665 -1791.835 -900.000 -1618.875 -1732.100 -1499.800 -815.050 -799.300 -1483.665 -1791.835 -900.000 -1618.875 -1732.100 -1499.800 -815.050 -799.300 -2385.500 -2186.000 -3190.000 -1388.500 -1771.500 -1999.500 -2008.200 -1779.900 -1788.800 -1483.665 -1791.835 -1120.450 -942.900 -974.150 -900.000 -1618.875 -1732.100 -1499.800 
48018 -0.3333 0.6667 1.0000 1.0000 1.0000 0.6667 -869.300 -1107.650 -1347.335 -1495.000 -1528.250 -1619.375 -1606.300 -1411.400 -869.300 -1107.650 -1347.335 -1495.000 -1528.250 -1619.375 -1606.300 -1411.400 -869.300 -1107.650 -2058.335 -1843.500 -1798.500 -1803.500 -1746.000 -1425.375 -1926.400 -1421.900 -1703.700 -1347.335 -1495.000 -1015.500 -1116.950 -823.850 -1528.250 -1619.375 -1606.300 -1411.400 
48019 -0.3333 0.6667 1.0000 1.0000 1.0000 1.0000 -671.750 -928.000 -1205.500 -1229.000 -1890.250 -1492.750 -1727.400 -778.400 -671.750 -928.000 -1205.500 -1229.000 -1890.250 -1492.750 -1727.400 -778.400 -671.750 -928.000 -1756.000 -1974.165 -2097.000 -1457.750 -1553.750 -1574.750 -801.400 -1400.600 -1765.000 -1205.500 -1229.000 -755.900 -839.500 -1091.250 -1890.250 -1492.750 -1727.400 -778.400 
48020 -0.3333 1.0000 -1.0000 -1.0000 -1.0000 -1.0000 -938.400 -885.650 -1211.500 -1210.000 -932.625 -1230.250 -940.800 -764.600 -938.400 -885.650 -1211.500 -1210.000 -932.625 -1230.250 -940.800 -764.600 -938.400 -885.650 -1207.665 -1245.835 -1331.165 -1052.750 -1023.375 -1418.500 -1033.000 -1143.200 -1036.500 -1211.500 -1210.000 -812.700 -739.400 -750.200 -932.625 -1230.250 -940.800 -764.600 
48021 -0.3333 1.0000 -1.0000 -1.0000 -1.0000 -0.6667 -449.900 -389.700 -1200.000 -1200.000 -900.000 -900.000 -736.400 -722.300 -449.900 -389.700 -1200.000 -1200.000 -900.000 -900.000 -736.400 -722.300 -449.900 -389.700 -1213.500 -1203.165 -1209.835 -905.875 -900.250 -918.875 -721.700 -737.600 -742.000 -1200.000 -1200.000 -412.000 -421.700 -422.250 -900.000 -900.000 -736.400 -722.300 
48022 -0.3333 1.0000 -1.0000 -1.0000 -1.0000 -0.3333 -391.650 -381.100 -1200.000 -1200.000 -900.000 -900.000 -725.500 -727.300 -391.650 -381.100 -1200.000 -1200.000 -900.000 -900.000 -725.500 -727.300 -391.650 -381.100 -1201.665 -1201.335 -1206.000 -900.000 -900.625 -908.375 -720.900 -727.800 -736.900 -1200.000 -1200.000 -392.000 -378.300 -378.550 -900.000 -900.000 -725.500 -727.300 
48023 -0.3333 1.0000 -1.0000 -1.0000 -1.0000 0.0000 -380.050 -376.350 -1200.000 -1200.000 -900.000 -900.000 -723.200 -720.000 -380.050 -376.350 -1200.000 -1200.000 -900.000 -900.000 -723.200 -720.000 -380.050 -376.350 -1200.000 -1200.835 -1205.500 -900.000 -903.875 -907.500 -720.000 -726.000 -732.600 -1200.000 -1200.000 -390.350 -397.150 -378.750 -900.000 -900.000 -723.200 -720.000 
48024 -0.3333 1.0000 -1.0000 -1.0000 -1.0000 0.3333 -378.750 -388.500 -1200.000 -1200.000 -900.000 -900.875 -721.100 -735.700 -378.750 -388.500 -1200.000 -1200.000 -900.000 -900.875 -721.100 -735.700 -378.750 -388.500 -1200.000 -1200.665 -1205.335 -900.000 -904.875 -906.375 -720.000 -728.400 -731.000 -1200.000 -1200.000 -372.900 -378.100 -386.450 -900.000 -900.875 -721.100 -735.700 
48025 -0.3333 1.0000 -1.0000 -1.0000 -1.0000 0.6667 -370.850 -380.750 -1200.000 -1200.000 -900.000 -902.000 -720.500 -720.500 -370.850 -380.750 -1200.000 -1200.000 -900.000 -902.000 -720.500 -720.500 -370.850 -380.750 -1200.000 -1200.665 -1204.665 -900.000 -901.375 -905.500 -720.000 -725.700 -727.600 -1200.000 -1200.000 -362.750 -380.350 -394.950 -900.000 -902.000 -720.500 -720.500 
48026 -0.3333 1.0000 -1.0000 -1.0000 -1.0000 1.0000 -394.750 -366.650 -1200.000 -1200.000 -900.000 -907.125 -720.300 -720.000 -394.750 -366.650 -1200.000 -1200.000 -900.000 -907.125 -720.300 -720.000 -394.750 -366.650 -1200.000 -1200.665 -1204.500 -900.000 -901.125 -905.875 -720.000 -723.600 -724.000 -1200.000 -1200.000 -378.250 -372.750 -374.800 -900.000 -907.125 -720.300 -720.000 
48027 -0.3333 1.0000 -1.0000 -1.0000 -0.6667 -1.0000 -569.050 -554.350 -1237.335 -1255.665 -1048.750 -1164.375 -963.500 -909.700 -569.050 -554.350 -1237.335 -1255.665 -1048.750 -1164.375 -963.500 -909.700 -569.050 -554.350 -1274.165 -1423.835 -1280.665 -1069.875 -1419.500 -1011.000 -1019.100 -864.200 -1282.300 -1237.335 -1255.665 -805.750 -579.400 -518.350 -1048.750 -1164.375 -963.500 -909.700 
48028 -0.3333 1.0000 -1.0000 -1.0000 -0.6667 -0.6667 -705.150 -708.750 -1374.500 -1200.000 -1057.625 -1013.250 -888.800 -869.700 -705.150 -708.750 -1374.500 -1200.000 -1057.625 -1013.250 -888.800 -869.700 -705.150 -708.750 -1286.165 -1338.835 -1277.500 -1118.250 -965.250 -982.250 -785.000 -995.300 -1023.900 -1374.500 -1200.000 -832.750 -744.950 -647.300 -1057.625 -1013.250 -888.800 -869.700 
48029 -0.3333 1.0000 -1.0000 -1.0000 -0.6667 -0.3333 -390.550 -401.750 -1200.000 -1200.000 -900.000 -900.000 -730.200 -720.000 -390.550 -401.750 -1200.000 -1200.000 -900.000 -900.000 -730.200 -720.000 -390.550 -401.750 -1201.335 -1201.000 -1205.165 -901.375 -902.250 -913.000 -720.200 -733.700 -736.700 -1200.000 -1200.000 -423.200 -396.050 -392.500 -900.000 -900.000 -730.200 -720.000 
48030 -0.3333 1.0000 -1.0000 -1.0000 -0.6667 0.0000 -404.100 -384.000 -1200.000 -1200.000 -900.000 -900.625 -724.000 -720.000 -404.100 -384.000 -1200.000 -1200.000 -900.000 -900.625 -724.000 -720.000 -404.100 -384.000 -1200.000 -1200.835 -1204.335 -900.000 -905.500 -907.500 -722.200 -728.100 -728.900 -1200.000 -1200.000 -408.100 -383.400 -398.800 -900.000 -900.625 -724.000 -720.000 
48031 -0.3333 1.0000 -1.0000 -1.0000 -0.6667 0.3333 -392.350 -392.550 -1200.000 -1200.000 -900.000 -901.750 -720.800 -720.000 -392.350 -392.550 -1200.000 -1200.000 -900.000 -901.750 -720.800 -720.000 -392.350 -392.550 -1200.000 -1200.665 -1204.500 -900.000 -904.750 -906.125 -720.000 -728.800 -727.600 -1200.000 -1200.000 -377.400 -386.950 -375.500 -900.000 -901.750 -720.800 -720.000 
48032 -0.3333 1.0000 -1.0000 -1.0000 -0.6667 0.6667 -415.400 -376.050 -1200.000 -1200.000 -900.000 -905.625 -720.300 -720.000 -415.400 -376.050 -1200.000 -1200.000 -900.000 -905.625 -720.300 -720.000 -415.400 -376.050 -1200.000 -1200.665 -1205.165 -900.000 -902.125 -906.000 -720.000 -726.100 -727.400 -1200.000 -1200.000 -370.000 -372.050 -377.750 -900.000 -905.625 -720.300 -720.000 
48033 -0.3333 1.0000 -1.0000 -1.0000 -0.6667 1.0000 -393.950 -382.950 -1200.000 -1200.000 -900.000 -906.125 -720.200 -720.000 -393.950 -382.950 -1200.000 -1200.000 -900.000 -906.125 -720.200 -720.000 -393.950 -382.950 -1200.000 -1200.500 -1205.000 -900.000 -901.875 -904.875 -724.400 -726.400 -724.500 -1200.000 -1200.000 -367.400 -377.850 -398.600 -900.000 -906.125 -720.200 -720.000 
48034 -0.3333 1.0000 -1.0000 -1.0000 -0.3333 -1.0000 -502.350 -490.800 -1401.165 -1339.000 -939.625 -1043.500 -1062.900 -754.300 -502.350 -490.800 -1401.165 -1339.000 -939.625 -1043.500 -1062.900 -754.300 -502.350 -490.800 -1239.000 -1438.665 -1313.835 -911.250 -1054.125 -1016.250 -845.400 -1020.500 -1202.400 -1401.165 -1339.000 -532.100 -570.800 -463.100 -939.625 -1043.500 -1062.900 -754.300 
48035 -0.3333 1.0000 -1.0000 -1.0000 -0.3333 -0.6667 -594.950 -563.200 -1259.500 -1242.500 -961.375 -1039.000 -880.500 -893.000 -594.950 -563.200 -1259.500 -1242.500 -961.375 -1039.000 -880.500 -893.000 -594.950 -563.200 -1335.500 -1318.835 -1308.500 -1031.000 -982.375 -1147.875 -873.400 -951.300 -991.900 -1259.500 -1242.500 -669.200 -561.400 -559.050 -961.375 -1039.000 -880.500 -893.000 
48036 -0.3333 1.0000 -1.0000 -1.0000 -0.3333 -0.3333 -695.950 -716.050 -1200.000 -1200.000 -900.000 -1121.750 -862.000 -748.600 -695.950 -716.050 -1200.000 -1200.000 -900.000 -1121.750 -862.000 -748.600 -695.950 -716.050 -1349.000 -1262.165 -1213.165 -945.750 -1073.750 -919.000 -820.300 -1179.300 -904.500 -1200.000 -1200.000 -603.450 -601.550 -689.600 -900.000 -1121.750 -862.000 -748.600 
48037 -0.3333 1.0000 -1.0000 -1.0000 -0.3333 0.0000 -393.100 -397.850 -1200.000 -1200.000 -900.000 -904.625 -725.200 -720.000 -393.100 -397.850 -1200.000 -1200.000 -900.000 -904.625 -725.200 -720.000 -393.100 -397.850 -1200.000 -1200.665 -1204.665 -900.000 -908.375 -907.750 -720.000 -729.600 -740.800 -1200.000 -1200.000 -410.150 -420.750 -421.200 -900.000 -904.625 -725.200 -720.000 
48038 -0.3333 1.0000 -1.0000 -1.0000 -0.3333 0.3333 -381.950 -367.800 -1200.000 -1200.000 -900.000 -911.750 -720.400 -720.000 -381.950 -367.800 -1200.000 -1200.000 -900.000 -911.750 -720.400 -720.000 -381.950 -367.800 -1200.000 -1200.665 -1204.165 -900.000 -905.000 -906.875 -720.000 -734.700 -725.600 -1200.000 -1200.000 -390.300 -409.700 -393.250 -900.000 -911.750 -720.400 -720.000 
48039 -0.3333 1.0000 -1.0000 -1.0000 -0.3333 0.6667 -385.400 -392.750 -1200.000 -1200.000 -900.000 -907.500 -720.200 -720.000 -385.400 -392.750 -1200.000 -1200.000 -900.000 -907.500 -720.200 -720.000 -385.400 -392.750 -1200.000 -1200.500 -1204.335 -900.000 -904.500 -905.500 -720.000 -728.600 -724.700 -1200.000 -1200.000 -378.950 -389.800 -389.900 -900.000 -907.500 -720.200 -720.000 
48040 -0.3333 1.0000 -1.0000 -1.0000 -0.3333 1.0000 -379.900 -387.850 -1200.000 -1200.000 -900.000 -909.875 -720.100 -720.000 -379.900 -387.850 -1200.000 -1200.000 -900.000 -909.875 -720.100 -720.000 -379.900 -387.850 -1200.000 -1200.500 -1205.000 -900.000 -904.250 -904.500 -720.000 -725.600 -725.300 -1200.000 -1200.000 -409.200 -368.700 -396.050 -900.000 -909.875 -720.100 -720.000 
48041 -0.3333 1.0000 -1.0000 -1.0000 0.0000 -1.0000 -436.100 -390.250 -1200.000 -1208.165 -904.250 -1101.875 -819.300 -765.700 -436.100 -390.250 -1200.000 -1208.165 -904.250 -1101.875 -819.300 -765.700 -436.100 -390.250 -1217.500 -1223.165 -1284.665 -906.125 -905.500 -997.125 -745.400 -1081.300 -888.900 -1200.000 -1208.165 -533.900 -440.400 -443.800 -904.250 -1101.875 -819.300 -765.700 
48042 -0.3333 1.0000 -1.0000 -1.0000 0.0000 -0.6667 -554.250 -439.350 -1200.000 -1207.835 -906.625 -1095.500 -856.900 -799.900 -554.250 -439.350 -1200.000 -1207.835 -906.625 -1095.500 -856.900 -799.900 -554.250 -439.350 -1215.000 -1315.165 -1238.335 -915.250 -907.625 -996.375 -770.400 -806.400 -884.100 -1200.000 -1207.835 -519.450 -494.050 -459.700 -906.625 -1095.500 -856.900 -799.900 
48043 -0.3333 1.0000 -1.0000 -1.0000 0.0000 -0.3333 -490.600 -450.300 -1200.000 -1200.000 -900.000 -1296.125 -852.100 -846.500 -490.600 -450.300 -1200.000 -1200.000 -900.000 -1296.125 -852.100 -846.500 -490.600 -450.300 -1200.000 -1434.500 -1207.665 -907.625 -1025.250 -921.750 -844.100 -747.500 -807.200 -1200.000 -1200.000 -485.700 -422.600 -522.300 -900.000 -1296.125 -852.100 -846.500 
48044 -0.3333 1.0000 -1.0000 -1.0000 0.0000 0.0000 -452.450 -360.000 -1200.000 -1200.000 -900.000 -1124.375 -721.500 -720.000 -452.450 -360.000 -1200.000 -1200.000 -900.000 -1124.375 -721.500 -720.000 -452.450 -360.000 -1200.000 -1200.665 -1500.500 -900.000 -1127.000 -902.125 -722.400 -722.100 -1265.800 -1200.000 -1200.000 -531.650 -537.050 -540.750 -900.000 -1124.375 -721.500 -720.000 
48045 -0.3333 1.0000 -1.0000 -1.0000 0.0000 0.3333 -391.350 -381.450 -1200.000 -1200.000 -900.000 -905.750 -720.200 -720.000 -391.350 -381.450 -1200.000 -1200.000 -900.000 -905.750 -720.200 -720.000 -391.350 -381.450 -1200.000 -1200.500 -1207.165 -900.000 -905.625 -902.875 -720.000 -727.900 -738.400 -1200.000 -1200.000 -390.300 -403.350 -395.950 -900.000 -905.750 -720.200 -720.000 
48046 -0.3333 1.0000 -1.0000 -1.0000 0.0000 0.6667 -402.850 -382.150 -1200.000 -1200.000 -900.000 -906.875 -720.100 -720.000 -402.850 -382.150 -1200.000 -1200.000 -900.000 -906.875 -720.100 -720.000 -402.850 -382.150 -1200.000 -1200.500 -1205.835 -900.000 -906.125 -903.000 -720.000 -729.500 -731.900 -1200.000 -1200.000 -393.950 -397.900 -408.950 -900.000 -906.875 -720.100 -720.000 
48047 -0.3333 1.0000 -1.0000 -1.0000 0.0000 1.0000 -368.600 -385.050 -1200.000 -1200.000 -900.000 -906.500 -720.100 -720.000 -368.600 -385.050 -1200.000 -1200.000 -900.000 -906.500 -720.100 -720.000 -368.600 -385.050 -1200.000 -1200.335 -1205.835 -900.000 -904.375 -902.500 -720.000 -725.100 -732.100 -1200.000 -1200.000 -380.800 -375.100 -375.450 -900.000 -906.500 -720.100 -720.000 
48048 -0.3333 1.0000 -1.0000 -1.0000 0.3333 -1.0000 -438.600 -368.350 -1200.000 -1200.000 -900.000 -907.125 -899.600 -893.300 -438.600 -368.350 -1200.000 -1200.000 -900.000 -907.125 -899.600 -893.300 -438.600 -368.350 -1200.000 -1384.165 -1207.000 -912.875 -908.375 -904.000 -773.600 -735.000 -941.000 -1200.000 -1200.000 -382.650 -380.900 -401.900 -900.000 -907.125 -899.600 -893.300 
48049 -0.3333 1.0000 -1.0000 -1.0000 0.3333 -0.6667 -395.400 -398.400 -1200.000 -1208.500 -900.000 -934.625 -723.100 -834.800 -395.400 -398.400 -1200.000 -1208.500 -900.000 -934.625 -723.100 -834.800 -395.400 -398.400 -1351.500 -1200.835 -1206.000 -900.000 -1071.250 -946.750 -721.700 -760.100 -862.400 -1200.000 -1208.500 -423.700 -422.900 -442.300 -900.000 -934.625 -723.100 -834.800 
48050 -0.3333 1.0000 -1.0000 -1.0000 0.3333 -0.3333 -428.000 -386.600 -1200.000 -1200.000 -900.000 -1066.250 -724.500 -750.800 -428.000 -386.600 -1200.000 -1200.000 -900.000 -1066.250 -724.500 -750.800 -428.000 -386.600 -1200.000 -1401.000 -1207.665 -919.875 -942.875 -903.625 -720.000 -758.700 -796.800 -1200.000 -1200.000 -416.900 -426.200 -429.150 -900.000 -1066.250 -724.500 -750.800 
48051 -0.3333 1.0000 -1.0000 -1.0000 0.3333 0.0000 -410.450 -427.950 -1200.000 -1418.500 -970.500 -903.000 -749.200 -750.200 -410.450 -427.950 -1200.000 -1418.500 -970.500 -903.000 -749.200 -750.200 -410.450 -427.950 -1200.000 -1200.500 -1204.665 -933.375 -921.125 -1090.375 -884.900 -815.500 -950.600 -1200.000 -1418.500 -421.000 -380.500 -446.250 -970.500 -903.000 -749.200 -750.200 
48052 -0.3333 1.0000 -1.0000 -1.0000 0.3333 0.3333 -480.700 -536.250 -1200.000 -1200.000 -900.000 -1116.750 -1079.700 -822.500 -480.700 -536.250 -1200.000 -1200.000 -900.000 -1116.750 -1079.700 -822.500 -480.700 -536.250 -1200.000 -1200.335 -1350.500 -994.750 -1164.500 -986.000 -720.000 -894.000 -901.800 -1200.000 -1200.000 -446.500 -472.700 -690.000 -900.000 -1116.750 -1079.700 -822.500 
